,index,movie_id,movie_name,genre,plot
0,76,tt0006864,Intolerance,"drama, history",intolerance story poor young woman separated prejudice husband baby interwoven tales intolerance throughout history
1,506,tt0017136,Metropolis,"drama, sci-fi",metropolis futuristic city sharply divided working class city planners son citys mastermind falls love working class prophet predicts coming savior mediate differences
2,566,tt0018037,Il cantante di jazz,"drama, music, musical",il cantante di jazz son jewish cantor must defy traditions religious father order pursue dream becoming jazz singer
3,628,tt0018773,Il circo,"comedy, romance",il circo tramp finds work girl dreams circus
4,714,tt0019777,The Cocoanuts,"comedy, musical",cocoanuts florida land boom
5,786,tt0020269,Piccadilly,"drama, crime",piccadilly young chinese woman working kitchen london dance club given chance become clubs main act soon leads plot betrayal forbidden love murder
6,841,tt0020629,Allovest niente di nuovo,"drama, war",allovest niente di nuovo german youth eagerly enters world war enthusiasm wanes gets firsthand view horror
7,842,tt0020640,Animal Crackers,"comedy, musical",animal crackers mayhem zaniness ensue valuable painting goes missing party honor famed african explorer captain spaulding
8,856,tt0020697,Langelo azzurro,"drama, music",langelo azzurro elderly professors ordered life spins dangerously control falls nightclub singer
9,1047,tt0021746,I pionieri del West,"drama, western",pionieri del west newspaper editor settles oklahoma boom town reluctant wife end nineteenth century
10,1048,tt0021749,Luci della citt,"comedy, drama, romance",luci della citt aid wealthy erratic tippler dewy eyed tramp fallen love sightless flower girl accumulates money able help medically
11,1086,tt0021884,Frankenstein,"drama, horror, romance",frankenstein obsessed scientist assembles living parts exhumed corpses
12,1089,tt0021890,The Front Page,"comedy, crime, drama",front page investigative reporter sees opportunity story lifetime accused murderer escapes hanging
13,1301,tt0022913,Freaks,"drama, horror",freaks circus beautiful trapeze artist agrees marry leader side show performers deformed friends discover marrying inheritance
14,1319,tt0023027,I fratelli Marx al college,"comedy, musical, romance",fratelli marx al college quincy adams wagstaff new president huxley university accidentally hires bumblers baravelli pinky help school win big football game rival darwin university
15,1459,tt0023634,Sono nato ma,"comedy, drama",sono nato two young brothers throw tantrum discover father isnt important man workplace
16,1505,tt0023825,Argento vivo,"comedy, drama, romance",argento vivo sexpot film star lola burns seeks new image tries marrying marquis adopting baby sorts schemes go awry
17,1542,tt0023969,La guerra lampo dei Fratelli Marx,"comedy, musical, war",la guerra lampo dei fratelli marx rufus firefly named president dictator bankrupt freedonia declares war neighboring sylvania love wealthy mrs teasdale
18,1554,tt0024025,Carioca,"comedy, musical, romance",carioca aviator band leader always getting group fired flirtatious behavior female guests soon finds falling engaged woman
19,1555,tt0024028,Viva le donne,"comedy, musical, romance",viva le donne chester kent struggles time romance rivals spy produce spectacular live prologues movie houses
20,1556,tt0024034,a strada,"comedy, musical, romance",strada director puts may last broadway show last moment naive newcomer replace star
21,1591,tt0024184,Luomo invisibile,"horror, sci-fi",luomo invisibile scientist finds way becoming invisible becomes murderously insane
22,1598,tt0024216,King Kong,"adventure, horror, sci-fi",king kong film crew goes tropical island exotic location shoot discovers colossal ape takes shine female blonde star captured brought back new york city public exhibition
23,1610,tt0024264,Piccole donne,"drama, family, romance",piccole donne chronicle lives group sisters growing nineteenth century america
24,1682,tt0024593,The Son of Kong,"adventure, comedy",son kong men captured giant ape king kong return skull island find likewise gigantic far friendly son
25,1789,tt0025037,La morte in vacanza,"drama, fantasy, romance",la morte vacanza grim reaper takes form prince attempt relate humans along way also learns love
26,1815,tt0025164,Cerco il mio amore,"comedy, musical, romance",cerco il mio amore american woman travels england seek divorce absentee husband meets falls dashing performer
27,1848,tt0025316,Accadde una notte,"comedy, romance",accadde una notte spoiled heiress running away family helped man actually reporter need story
28,2017,tt0026029,Il club dei,"mystery, thriller",il club dei man london tries help counter espionage agent agent killed man stands accused must go run save stop spy ring trying steal top secret information
29,2048,tt0026138,La moglie di Frankenstein,"drama, horror, sci-fi",la moglie di frankenstein mary shelley reveals main characters novel survived dr frankenstein goaded even madder scientist builds monster mate
30,2184,tt0026752,La tragedia del Bounty,"adventure, biography, drama",la tragedia del bounty tyrannical ship captain takes reluctant crew two year voyage change british maritime law forever
31,2227,tt0026912,The Raven,"crime, horror",raven brilliant surgeon obsessed
32,2237,tt0026942,Roberta,"comedy, musical, romance",roberta paris man clueless fashion suddenly inherits aunts dress shop bandleader friend reunites old flame
33,2278,tt0027125,Cappello a cilindro,"comedy, musical, romance",cappello cilindro american dancer comes britain falls model initially annoyed mistakes goofy producer
34,2368,tt0027515,Desiderio,"comedy, crime, romance",desiderio automotive engineer bound holiday spain meets sultry jewel thief
35,2404,tt0027700,The Green Pastures,drama,green pastures god heaven several old testament stories including creation noahs ark described supposedly using perspective rural black americans
36,2454,tt0027977,Tempi moderni,"comedy, drama, family",tempi moderni tramp struggles live modern industrial society help young homeless woman
37,2512,tt0028212,Sabotaggio,"crime, thriller",sabotaggio scotland yard undercover detective trail saboteur part plot set bomb london detectives cover blown plot begins unravel
38,2542,tt0028333,Follie dinverno,"comedy, musical, romance",follie dinverno performer gambler travels new york city raise needs marry fianc e become entangled beautiful aspiring dancer
39,2545,tt0028346,Tell Your Children,"crime, drama",tell children cautionary tale features fictionalized take use marijuana trio drug dealers lead innocent teenagers become addicted reefer cigarettes holding wild parties jazz music
40,2606,tt0028597,Lorribile verit,"comedy, romance",lorribile verit married couple file amicable divorce find harder let go initially thought
41,2795,tt0029453,Il bandito della Casbah,"crime, drama, romance",il bandito della casbah wanted gangster king prisoner casbah protected arrest friends torn desire freedom outside visiting parisian beauty may tempt fate
42,2827,tt0029583,Biancaneve e i sette nani,"animation, family, fantasy",biancaneve e sette nani exiled dangerous forest wicked stepmother princess rescued seven dwarf miners make part household
43,2834,tt0029606,nata una stella,"drama, romance",nata una stella young woman comes hollywood dreams stardom achieves help alcoholic leading man whose best days behind
44,2896,tt0029843,La leggenda di Robin Hood,"action, adventure, romance",la leggenda di robin hood prince john norman lords begin oppressing saxon masses king richards absence saxon lord fights back outlaw leader rebel guerrilla army
45,2925,tt0029947,Susanna,"comedy, family, romance",susanna trying secure million donation museum befuddled paleontologist pursued flighty often irritating heiress pet leopard baby
46,3232,tt0031225,Partita dazzardo,"comedy, western",partita dazzardo tough western town needs taming mild mannered son hard nosed sheriff gets job
47,3266,tt0031381,Via col vento,"drama, history, romance",via col vento manipulative woman roguish man conduct turbulent romance american civil war reconstruction periods
48,3298,tt0031491,Intermezzo,"drama, romance",intermezzo violinists piano accompanist retires hears daughters piano teacher
49,3325,tt0031593,Un grande amore,"comedy, drama, romance",un grande amore french playboy american former nightclub singer fall love aboard ship arrange reunite six months later chance earn decent living
50,3348,tt0031679,Mr Smith va a Washington,"comedy, drama",mr smith va washington naive man appointed fill vacancy united states senate plans promptly collide political corruption doesnt back
51,3361,tt0031742,Uomini e topi,drama,uomini e topi two itinerant migrant workers one mentally disabled carer take jobs ranch hands great depression fulfill shared dream owning ranch
52,3369,tt0031762,Avventurieri dellaria,"adventure, drama, romance",avventurieri dellaria remote south american trading port manager air freight company forced risk pilots lives order win important contract
53,3407,tt0031971,Ombre rosse,"adventure, drama, western",ombre rosse group people traveling stagecoach find journey complicated threat geronimo learn something process
54,3412,tt0031983,La vita di Vernon e Irene Castle,"biography, drama, musical",la vita di vernon e irene castle story married couple
55,3451,tt0032138,Il mago di Oz,"adventure, family, fantasy",il mago di oz dorothy gale swept away farm kansas magical land oz tornado embarks quest new friends see wizard help return home kansas help friends well
56,3553,tt0032455,Fantasia,"animation, family, fantasy",fantasia collection animated interpretations great works western classical music
57,3574,tt0032551,Furore,"drama, history",furore poor midwest family forced land travel california suffering misfortunes homeless great depression
58,3671,tt0032904,Scandalo a Filadelfia,"comedy, romance",scandalo filadelfia rich womans ex husband tabloid type reporter turn planned remarriage begins learn truth
59,3672,tt0032910,Pinocchio,"animation, comedy, family",pinocchio living puppet help cricket conscience must prove worthy become real boy
60,3679,tt0032976,Rebecca La prima moglie,"drama, mystery, romance",rebecca la prima moglie self conscious woman juggles adjusting new role aristocrats wife avoiding intimidated first wifes spectral presence
61,3680,tt0032981,Ricorda quella notte,"comedy, drama, romance",ricorda quella notte shoplifter prosecutor fall love creating tensions career family
62,3683,tt0032993,La danzatrice di Singapore,"comedy, musical, romance",la danzatrice di singapore two playboys try forget previous romances singapore meet beautiful dancer
63,3698,tt0033045,Scrivimi fermo posta,"comedy, drama, romance",scrivimi fermo posta two employees gift shop barely stand without realizing falling love post others anonymous pen pal
64,3715,tt0033110,Musica indiavolata,"comedy, musical, romance",musica indiavolata jimmy connors girl friend want take part paul whitemans high school bands contest cannot afford fare per chance meet paul whiteman person
65,3753,tt0033253,Luomo del West,"drama, romance, western",luomo del west judge roy bean self appointed hanging judge vinegarroon texas befriends saddle tramp cole harden opposes beans policy homesteaders
66,3816,tt0033467,Quarto potere,"drama, mystery",quarto potere following death publishing tycoon charles foster kane reporters scramble uncover meaning final utterance rosebud
67,3844,tt0033563,Dumbo,"animation, drama, family",dumbo ridiculed enormous ears young circus elephant assisted mouse achieve full potential
68,3886,tt0033722,La porta doro,"drama, romance",la porta doro stopped mexico u immigration georges iscovescu hopes get country marrying citizen
69,3920,tt0033804,Lady Eva,"comedy, romance",lady eva trio classy card sharks targets socially awkward heir brewery millions money one falls love
70,3940,tt0033870,Il mistero del falco,"film-noir, mystery",il mistero del falco private detective takes case involves three eccentric criminals gorgeous liar quest priceless statuette
71,4040,tt0034248,Il sospetto,"mystery, thriller",il sospetto shy young heiress marries charming gentleman soon begins suspect planning murder
72,4080,tt0034398,Luomo lupo,horror,luomo lupo practical man infected horrific disease disciplined mind tells cannot possibly exist
73,4104,tt0034492,Bambi,"animation, drama, family",bambi story young deer growing forest
74,4126,tt0034583,Casablanca,"drama, romance, war",casablanca cynical american expatriate struggles decide whether help former lover fugitive husband escape french morocco
75,4206,tt0034936,Prigioniera di un segreto,"drama, mystery",prigioniera di un segreto journalist steve omalley wants write biography national hero died car ran bridge steve receives conflicting reports tales make question truth hero
76,4223,tt0035015,Lorgoglio degli Amberson,"drama, romance",lorgoglio degli amberson spoiled young heir decaying amberson fortune comes widowed mother man always loved
77,4267,tt0035140,Perdutamente tua,"drama, romance",perdutamente tua frumpy spinster blossoms therapy becomes elegant independent woman
78,4292,tt0035238,Prigionieri del passato,"drama, romance",prigionieri del passato amnesiac world war veteran falls love music hall star suffer accident restores original memories erases post war life
79,4302,tt0035279,Sabotatori,"thriller, war",sabotatori aircraft factory worker goes run wrongly accused starting fire killed best friend
80,4334,tt0035423,Kate Leopold,"comedy, fantasy, romance",kate leopold english duke inadvertedly dragged modern day new york falls plucky advertising executive
81,4346,tt0035446,Vogliamo vivere,"comedy, war",vogliamo vivere nazi occupation poland acting troupe becomes embroiled polish soldiers efforts track german spy
82,4350,tt0035460,Gente allegra,"comedy, drama, romance",gente allegra danny poor northern californian mexican american inherits two houses grandfather quickly taken advantage vagabond friends
83,4378,tt0035575,Yankee Doodle Dandy,"biography, drama, musical",yankee doodle dandy life renowned musical composer playwright actor dancer singer
84,4470,tt0035896,Per chi suona la campana,"adventure, drama, history",per chi suona la campana spanish civil war american allied republicans finds romance desperate mission blow strategically important bridge
85,4483,tt0035942,Girl Crazy,"comedy, musical, romance",girl crazy young philandering playboy sent college somewhere american west organizes show together sweetheart save college closure due falling enrollments
86,4532,tt0036098,Torna a casa Lassie,"adventure, drama, family",torna casa lassie destitute family forced sell collie named lassie pal escapes new owner begins long trek scotland yorkshire home
87,4574,tt0036261,Il fantasma dellopera,"drama, horror, music",il fantasma dellopera acid scarred composer rises paris sewers boost favorite opera understudys career
88,4587,tt0036342,Lombra del dubbio,thriller,lombra del dubbio young woman discovers visiting uncle may man seems
89,4705,tt0036775,La fiamma del peccato,"crime, drama, film-noir",la fiamma del peccato insurance representative lets talked seductive housewife murder insurance fraud scheme arouses suspicion insurance investigator
90,4733,tt0036868,I migliori anni della nostra vita,"drama, romance, war",migliori anni della nostra vita three world war ii veterans return home small town america discover families irreparably changed
91,4780,tt0037017,Prigionieri delloceano,"drama, war",prigionieri delloceano several survivors torpedoed merchant ship world war ii find lifeboat one u boat men sunk
92,4949,tt0037558,Breve incontro,"drama, romance",breve incontro meeting stranger railway station woman tempted cheat husband
93,4988,tt0037674,Amanti perduti,"drama, romance",amanti perduti theatrical life beautiful courtesan four men love
94,5016,tt0037790,La tromba squilla a mezzanotte,"comedy, fantasy, music",la tromba squilla mezzanotte trumpet player radio orchestra falls asleep commercial dreams hes athanael angel deputized blow last trumpet exactly midnight earth thus marking end world
95,5054,tt0037913,Il romanzo di Mildred,"crime, drama, film-noir",il romanzo di mildred hard working mother inches towards disaster divorces husband starts successful restaurant business support spoiled daughter
96,5083,tt0038026,Rapsodia in blu,"biography, drama, musical",rapsodia blu george gershwin driven composer whose need succeed destroys relationship singer julie adams socialite christine gilbert
97,5124,tt0038166,I tre caballeros,"animation, comedy, family",tre caballeros donald receives birthday gifts include traditional gifts information brazil hosted z carioca mexico panchito mexican charro rooster
98,5149,tt0038256,Senza amore,"comedy, romance",senza amore washington c world war ii jamie rowan enters loveless marriage scientist pat jamieson becomes assistant struggles bring closer together
99,5178,tt0038348,La bella e la bestia,"drama, fantasy, romance",la bella e la bestia beautiful young woman takes fathers place prisoner mysterious beast wishes marry
100,5256,tt0038574,Grandi speranze,"adventure, drama, mystery",grandi speranze humble orphan suddenly becomes gentleman help unknown benefactor
101,5278,tt0038650,La vita meravigliosa,"drama, family, fantasy",la vita meravigliosa angel sent heaven help desperately frustrated businessman showing life would like never existed
102,5302,tt0038718,Musica maestro,"animation, adventure, comedy",musica maestro animation done contemporary popular music
103,5326,tt0038787,Notorious Lamante perduta,"drama, film-noir, romance",notorious lamante perduta woman asked spy group nazi friends south america far go ingratiate
104,5343,tt0038854,Il postino suona sempre due volte,"crime, drama, film-noir",il postino suona sempre due volte married woman drifter fall love plot murder husband
105,5374,tt0038969,I racconti dello zio Tom,"animation, comedy, family",racconti dello zio tom kindly story teller uncle remus tells young boy stories trickster brer rabbit outwits brer fox slow witted brer bear
106,5386,tt0038991,Lo straniero,"crime, drama, film-noir",lo straniero investigator war crimes commission travels connecticut find infamous nazi
107,5402,tt0039040,A ciascuno il suo destino,"drama, romance",ciascuno il suo destino unwed mother forced give child avoid scandal follows sons life afar even prospers business
108,5423,tt0039111,Il cucciolo,"drama, family, western",il cucciolo boy persuades parents allow adopt young deer happen deer misbehaves
109,5446,tt0039190,La moglie del vescovo,"comedy, drama, fantasy",la moglie del vescovo angel human form enters life bishop order help build new cathedral repair fractured marriage
110,5467,tt0039224,Forza bruta,"crime, drama, film-noir",forza bruta tough penitentiary prisoner joe collins plans rebel captain munsey power mad chief guard
111,5536,tt0039404,Bongo e i tre avventurieri,"animation, adventure, comedy",bongo e tre avventurieri jiminy cricket hosts two disney animated shorts bongo circus bear escaping wild mickey beanstalk take famous fairy tale
112,5596,tt0039566,Vita col padre,comedy,vita col padre financier new york city rules numerous family consisting wife four sons meticulousness bookkeeper
113,5615,tt0039628,Il miracolo della strada,"comedy, drama, family",il miracolo della strada nice old man claims santa claus institutionalized insane young lawyer decides defend arguing court real thing
114,5648,tt0039739,Legittima difesa,"crime, drama",legittima difesa jenny lamour wants succeed music hall husband accompanist maurice martineau nice jealous man knew jenny making eyes brignon old businessman
115,5821,tt0040338,Idolo infranto,"drama, mystery, thriller",idolo infranto butler working foreign embassy london falls suspicion wife accidentally falls death witness impressionable young boy
116,5832,tt0040366,Le forze del male,"crime, drama, film-noir",le forze del male unethical lawyer older brother wants help becomes partner client numbers racket
117,5833,tt0040367,Scandalo internazionale,"comedy, drama, romance",scandalo internazionale occupied berlin army captain torn ex nazi caf singer u congresswoman investigating
118,5848,tt0040416,Amleto,drama,amleto prince hamlet struggles whether kill uncle suspects murdered father former king
119,5903,tt0040580,Lo scrigno delle sette perle,"animation, comedy, family",lo scrigno delle sette perle anthology animated vignettes set contemporary music
120,5925,tt0040636,La citt nuda,"crime, drama, film-noir",la citt nuda step step look murder investigation streets new york
121,5933,tt0040662,Le avventure di Oliver Twist,drama,le avventure di oliver twist orphan named oliver twist meets pickpocket streets london joins household boys trained steal master
122,5964,tt0040745,Amore sotto coperta,"comedy, musical, romance",amore sotto coperta romantic misunderstandings abound spouses suspect unfaithful nightclub singer takes cruise false identity
123,5965,tt0040746,Nodo alla gola,"crime, drama, mystery",nodo alla gola two men attempt prove committed perfect crime hosting dinner party strangling former classmate death
124,6018,tt0040872,La donna del bandito,"crime, film-noir, romance",la donna del bandito escaped convict injured robbery falls love woman nurses back health relationship seems doomed beginning
125,6026,tt0040897,Il tesoro della Sierra Madre,"adventure, drama, western",il tesoro della sierra madre two americans searching work mexico convince old prospector help mine gold sierra madre mountains
126,6061,tt0041090,La costola di Adamo,"comedy, drama, romance",la costola di adamo domestic professional tensions mount husband wife work opposing lawyers case involving woman shot husband
127,6063,tt0041094,Le avventure di Ichabod e Mr Toad,"animation, comedy, family",le avventure di ichabod e mr toad animated adaptation wind willows followed adaptation legend sleepy hollow
128,6222,tt0041594,Piccole donne,"drama, family, romance",piccole donne group sisters experience lifes difficulties pleasures growing nineteenth century america
129,6246,tt0041650,Il re dellAfrica,"adventure, drama, fantasy",il dellafrica young woman raised giant gorilla infant brings hollywood years later seeking fortune
130,6265,tt0041716,Un giorno a New York,"comedy, musical, romance",un giorno new york three sailors day shore leave new york city look fun romance twenty four hours
131,6344,tt0041959,Il terzo uomo,"film-noir, mystery, thriller",il terzo uomo pulp novelist holly martins travels shadowy postwar vienna find investigating mysterious death old friend harry lime
132,6386,tt0042192,Eva contro Eva,drama,eva contro eva seemingly timid secretly ruthless ing nue insinuates lives aging broadway star circle theater friends
133,6389,tt0042200,Anna prendi il fucile,"biography, comedy, musical",anna prendi il fucile story great sharpshooter
134,6441,tt0042332,Cenerentola,"animation, family, fantasy",cenerentola cinderellas cruel stepmother prevents attending royal ball gets unexpected help lovable mice gus jaq fairy godmother
135,6484,tt0042451,Il padre della sposa,"comedy, romance",il padre della sposa father young woman deals emotional pain getting married along financial organizational trouble arranging wedding
136,6507,tt0042530,La sanguinaria,"crime, drama, film-noir",la sanguinaria well meaning crack shot husband pressured beautiful marksman wife go interstate robbery spree finds depraved deadly really
137,6508,tt0042531,Romantico avventuriero,western,romantico avventuriero notorious gunfighter jimmy ringo rides town find true love doesnt want see hasnt come looking trouble trouble finds around every corner
138,6618,tt0042876,Rashomon,"crime, drama, mystery",rashomon rape bride murder samurai husband recalled perspectives bandit bride samurais ghost woodcutter
139,6681,tt0043067,Lisola del tesoro,"adventure, family",lisola del tesoro treasure seeking adventures young jim hawkins pirate captain long john silver
140,6727,tt0043265,La regina dAfrica,"adventure, drama, romance",la regina dafrica wwi africa gin swilling riverboat captain persuaded strait laced missionary use boat attack enemy warship
141,6731,tt0043274,Alice nel paese delle meraviglie,"animation, adventure, family",alice nel paese delle meraviglie alice stumbles world wonderland get home queen hearts way
142,6733,tt0043278,Un americano a Parigi,"drama, musical, romance",un americano parigi three friends struggle find work paris things become complicated two fall love woman
143,6752,tt0043338,Lasso nella manica,"drama, film-noir",lasso nella manica frustrated former big city journalist stuck working albuquerque newspaper exploits story man trapped cave rekindle career situation quickly escalates control circus
144,6821,tt0043547,I diavoli alati,"action, drama, war",diavoli alati major kirby leads wildcats squadron historic wwii battle guadalcanal
145,6958,tt0043879,Neve rossa,"drama, film-noir",neve rossa rough city cop jim wilson disciplined captain sent upstate snowy mountain town help local sheriff solve murder case
146,6969,tt0043899,Pandora,"drama, fantasy, mystery",pandora seductive woman falls love mysterious ships captain
147,6979,tt0043924,Un posto al sole,"drama, romance",un posto al sole poor boy gets job working rich uncle ends falling love two women
148,7024,tt0044079,Laltro uomo,"crime, film-noir, thriller",laltro uomo psychopath forces tennis star comply theory two strangers get away murder
149,7025,tt0044081,Un tram che si chiama Desiderio,drama,un tram che si chiama desiderio disturbed blanche dubois moves sister new orleans tormented brutish brother law reality crumbles around
150,7155,tt0044497,Genbaku no ko,"drama, war",genbaku ko post war hiroshima four years since last time visited hometown takako faces effects bomb travels around city call old friends
151,7188,tt0044602,Fanfan la Tulipe,"adventure, comedy, romance",fanfan la tulipe swashbuckling adventures young army recruit fanfan la tulipe reign king louis xv th century france
152,7220,tt0044706,Mezzogiorno di fuoco,"drama, thriller, western",mezzogiorno di fuoco town marshal despite disagreements newlywed bride townspeople around must face gang deadly killers alone high noon gang leader outlaw sent years ago arrives noon train
153,7286,tt0044903,La ninfa degli antipodi,"biography, drama, musical",la ninfa degli antipodi biopic australian swimming champ entertainer annette kellerman overcoming polio kellerman achieves fame creates scandal one piece bathing suit considered indecent
154,7329,tt0045012,Lui e lei,"comedy, romance, sport",lui e lei pat womens sports sensation unless fianc around new shady manager mike keeps apart develops feelings
155,7380,tt0045152,Cantando sotto la pioggia,"comedy, musical, romance",cantando sotto la pioggia silent film production company cast make difficult transition sound
156,7400,tt0045197,Robin Hood e i compagni della foresta,"action, adventure, family",robin hood e compagni della foresta king richard away crusades prince john rules england iron fist tasks sheriff nottingham collection high taxes capture outlaw robin hood
157,7421,tt0045274,Umberto D,drama,umberto elderly man dog struggle survive government pension rome
158,7483,tt0045537,Spettacolo di variet,"comedy, musical, romance",spettacolo di variet pretentiously artistic director hired new broadway musical changes beyond recognition
159,7575,tt0045793,Da qui alleternit,"drama, romance, war",da qui alleternit hawaii private cruelly punished boxing units team captains wife second command falling love
160,7652,tt0046004,Il piccolo fuggitivo,"drama, family",il piccolo fuggitivo young boy fears shot older brother faking runs away coney island crowded beach area gets money returning soda bottles deposits
161,7705,tt0046183,Le avventure di Peter Pan,"animation, adventure, family",le avventure di peter pan wendy brothers whisked away magical world neverland hero stories peter pan
162,7728,tt0046250,Vacanze romane,"comedy, romance",vacanze romane bored sheltered princess escapes guardians falls love american newsman rome
163,7735,tt0046268,Vite vendute,"adventure, drama, thriller",vite vendute decrepit south american village four men hired transport urgent nitroglycerine shipment without equipment would make safe
164,7749,tt0046303,Il cavaliere della valle solitaria,"drama, western",il cavaliere della valle solitaria weary gunfighter attempts settle homestead family smoldering settler rancher conflict forces act
165,7771,tt0046359,Stalag,"comedy, drama, war",stalag two escaping american world war ii prisoners killed german p w camp barracks black marketeer j j sefton suspected informer
166,7809,tt0046451,Grisb,"crime, drama",grisb aging world weary gangster double crossed forced retirement best friend kidnapped stash eight stolen gold bars demanded ransom
167,7830,tt0046511,Viaggio in Italia,"drama, romance",viaggio italia unhappily married couple attempts find direction insight vacationing naples
168,7835,tt0046521,I vitelloni,"comedy, drama",vitelloni character study five young men crucial turning points lives small town italy
169,7839,tt0046534,La guerra dei mondi,"action, sci-fi, thriller",la guerra dei mondi small town california attacked martians beginning worldwide invasion
170,7851,tt0046672,leghe sotto i mari,"adventure, drama, family",leghe sotto mari ship sent investigate wave mysterious sinkings encounters advanced submarine nautilus commanded captain nemo
171,7907,tt0046816,Lammutinamento del Caine,"drama, war",lammutinamento del caine u naval captain shows signs mental instability jeopardizes ship first officer relieves command faces court martial mutiny
172,7911,tt0046828,Carmen Jones,"drama, musical, romance",carmen jones contemporary version bizet opera new lyrics african american cast
173,7921,tt0046876,Il mostro della laguna nera,"horror, sci-fi",il mostro della laguna nera strange prehistoric beast lurks depths amazonian jungle group scientists try capture animal bring back civilization study
174,7938,tt0046912,Il delitto perfetto,"crime, thriller",il delitto perfetto tennis player tries arrange wifes murder learning affair
175,7978,tt0047034,Godzilla,"action, drama, horror",godzilla american nuclear weapons testing results creation seemingly unstoppable dinosaur like beast
176,8012,tt0047136,Johnny Guitar,"drama, western",johnny guitar helping wounded gang member strong willed female saloon owner wrongly suspected murder bank robbery lynch mob
177,8066,tt0047296,Fronte del porto,"crime, drama, thriller",fronte del porto ex prize fighter turned longshoreman struggles stand corrupt union bosses
178,8098,tt0047396,La finestra sul cortile,"mystery, thriller",la finestra sul cortile wheelchair bound photographer spies neighbors apartment window becomes convinced one committed murder
179,8117,tt0047437,Sabrina,"comedy, drama, romance",sabrina playboy becomes interested daughter familys chauffeur serious brother would better man
180,8119,tt0047443,Sfida a Silver City,"drama, history",sfida silver city mexican workers zinc mine call general strike solidarity workers importantly indomitable resolve wives mothers daughters eventually triumph
181,8129,tt0047472,spose per fratelli,"comedy, drama, musical",spose per fratelli oregon backwoodsman brings wife home farm six brothers decide want get married
182,8132,tt0047478,I sette samurai,"action, adventure, drama",sette samurai poor village attack bandits recruits seven unemployed samurai help defend
183,8145,tt0047522,nata una stella,"drama, musical, romance",nata una stella film star helps young singer actress find fame even age alcoholism send career downward spiral
184,8241,tt0047885,Il seme della violenza,"crime, drama",il seme della violenza new english teacher violent unruly inner city school determined job despite resistance students faculty
185,8243,tt0047892,Bob il giocatore,"crime, drama, thriller",bob il giocatore losing big aging gambler decides assemble team rob casino
186,8291,tt0048021,Rififi,"crime, drama, thriller",rififi four men plan technically perfect crime human element intervenes
187,8293,tt0048028,La valle dellEden,drama,la valle delleden wilful young man contends brother attention religious father reconnecting estranged mother falling brothers girlfriend
188,8369,tt0048248,Il kentuckiano,"drama, western",il kentuckiano kentucky widower bound texas young son thwarted efforts corrupt constable long standing family feud beautiful indentured servant
189,8383,tt0048280,Lilli e il vagabondo,"animation, adventure, comedy",lilli e il vagabondo romantic tale sheltered uptown cocker spaniel dog streetwise downtown mutt
190,8384,tt0048281,La signora omicidi,"comedy, crime",la signora omicidi five oddball criminals planning bank robbery rent rooms cul de sac octogenarian widow pretext classical musicians
191,8442,tt0048424,La morte corre sul fiume,"crime, drama, film-noir",la morte corre sul fiume religious fanatic marries gullible widow whose young children reluctant tell real daddy hid hed stolen robbery
192,8445,tt0048432,Nessuno resta solo,"drama, film-noir, romance",nessuno resta solo ego driven aspiring physician intolerant weaknesses others especially closest comes grips imperfections
193,8488,tt0048545,Giovent bruciata,drama,giovent bruciata rebellious young man troubled past comes new town finding friends enemies
194,8562,tt0048750,La congiura degli innocenti,"comedy, mystery",la congiura degli innocenti trouble harry hes dead everyone seems different idea done body
195,8604,tt0048977,Il giglio nero,"drama, horror, thriller",il giglio nero housewife suspects seemingly perfect eight year old daughter heartless killer
196,8718,tt0049261,Il gigante,"drama, western",il gigante sprawling epic covering life texas cattle rancher family associates
197,8758,tt0049366,Invasione degli ultracorpi,"drama, horror, sci-fi",invasione degli ultracorpi small town doctor learns population community replaced emotionless alien duplicates
198,8774,tt0049406,Rapina a mano armata,"crime, drama, film-noir",rapina mano armata crook johnny clay assembles five man team plan execute daring race track robbery
199,8776,tt0049408,Il re ed io,"biography, drama, musical",il ed io widow accepts job live governess king siams children
200,8795,tt0049470,Luomo che sapeva troppo,"drama, thriller",luomo che sapeva troppo american physician wife take matters hands assassins planning execute foreign prime minister kidnap son
201,8862,tt0049674,Riccardo III,"biography, drama, history",riccardo iii shakespeares powerful tale wicked deformed king conquests battlefield boudoir
202,8878,tt0049730,Sentieri selvaggi,"adventure, drama, western",sentieri selvaggi american civil war veteran embarks journey rescue niece comanches
203,8973,tt0050083,La parola ai giurati,"crime, drama",la parola ai giurati jury holdout attempts prevent miscarriage justice forcing colleagues reconsider evidence
204,9019,tt0050188,Mother India,"drama, musical, family",mother india melodrama poverty stricken woman raises sons many trials tribulations matter struggles always sticks moral code
205,9032,tt0050212,Il ponte sul fiume Kwai,"adventure, drama, war",il ponte sul fiume kwai british pows forced build railway bridge across river kwai japanese captors knowing allied forces planning destroy
206,9090,tt0050371,Un volto nella folla,"drama, music",un volto nella folla arkansas drifter becomes overnight media sensation becomes drunk fame power ever exposed fraud become
207,9115,tt0050454,La grande strada azzurra,"drama, romance",la grande strada azzurra squarci fisherman lives family small island dalmatian coast italy like fellow villagers squarci struggles harsh living conditions scarcity
208,9240,tt0050798,Zanna gialla,"adventure, drama, family",zanna gialla teenage boy grows love stray yellow dog helping mother younger brother run texas homestead father away cattle drive first thought good nothing mutt old yeller soon beloved
